,question,contexts,answer,ground_truths,faithfulness,answer_relevancy,context_precision,context_recall
49,What is the state-of-the-art?,"['It has been also shown that sockpuppets differ from ordinary users in their posting behavior, linguistic traits, and social network structure BIBREF4.Internet Water Army is a literal translation of the Chinese term wangluo shuijun, which is a metaphor for a large number of people who are well organized to flood the Internet with purposeful comments and articles. Internet water army has been allegedly used in China by the government (also known as 50 Cent Party) as well as by a number of private organizations.Astroturfing is an effort to simulate a political grass-roots movement. It has attracted strong interest from political science, and research on it has focused on massive streams of microblogging data BIBREF6.Identification of malicious accounts in social media includes detecting spam accounts BIBREF38, BIBREF39, fake accounts BIBREF40, BIBREF41, compromised and phishing accounts BIBREF42. Fake profile detection has also been studied in the context of cyber-bullying BIBREF43.'
 ""In the supervised scenario, we performed 5-fold cross-validation. In the distant-supervision scenario, we propagated labels from the media to the users. Therefore, in the latter case the user labels were only used for evaluation.Experiments and Evaluation ::: Evaluation Results\tTable TABREF25 shows the evaluation results. Each line of the table represents a different combination of features, models, or techniques. As mentioned in Section SECREF3, the symbol `${2.5mu}\\Vert {2.5mu}$' denotes a single model trained on the concatenation of the features, while the symbol `$\\oplus $' denotes an averaging of individual models trained on each feature separately. The tags `LP1' and `LP2' denote the two label propagation versions, by mention and by similarity, respectively.We can see that accuracy and macro-averaged F1 are strongly correlated and yield very consistent rankings for the different models. Thus, henceforth we will focus our discussion on accuracy.We can see in Table TABREF25 that it is possible to predict the roles of the troll users by using distant supervision with relatively high accuracy.""
 'Similarly to the IRA dataset, the distribution is right-heavy.Experiments and Evaluation ::: Experimental Setup\tFor each user in the IRA dataset, we extracted all the links in their tweets, we expanded them recursively if they were shortened, we extracted the domain of the link, and we checked whether it could be found in the MBFC dataset. By grouping these relationships by media, we constructed the sets of users $C_m$ that mention a given medium $m \\in M$.The U2H graph consists of 108410 nodes and 443121 edges, while the U2M graph has 591793 nodes and 832844 edges. We ran node2vec on each graph to extract 128-dimensional vectors for each node. We used these vectors as features for the fully supervised and for the distant-supervision scenarios. For Label Propagation, we used an empirical threshold for edge materialization $\\tau = 0.55$, to obtain a reasonably sparse similarity graph.We used two evaluation measures: accuracy, and macro-averaged F1 (the harmonic average of precision and recall). In the supervised scenario, we performed 5-fold cross-validation.']","  Based on the provided context information, the state-of-the-art in detecting trolls on social media platforms using machine learning techniques appears to be the use of distant supervision with relatively high accuracy. This approach involves training a model on a large dataset of labeled users and then using the model to predict the roles of troll users on a smaller, unlabeled dataset. The evaluation results shown in Table TABREF25 indicate that it is possible to predict the roles of troll users with high accuracy using this approach. Additionally, the use of node2vec to extract 128-dimensional vectors for each node and Label Propagation with an empirical threshold for edge materialization $\tau = 0.55$ have also been shown to be effective in identifying trolls.",['Unacceptable'],1.0,0.8272928209472266,0.0,1.0
50,How large is the dataset?,"['Similarly to the IRA dataset, the distribution is right-heavy.Experiments and Evaluation ::: Experimental Setup\tFor each user in the IRA dataset, we extracted all the links in their tweets, we expanded them recursively if they were shortened, we extracted the domain of the link, and we checked whether it could be found in the MBFC dataset. By grouping these relationships by media, we constructed the sets of users $C_m$ that mention a given medium $m \\in M$.The U2H graph consists of 108410 nodes and 443121 edges, while the U2M graph has 591793 nodes and 832844 edges. We ran node2vec on each graph to extract 128-dimensional vectors for each node. We used these vectors as features for the fully supervised and for the distant-supervision scenarios. For Label Propagation, we used an empirical threshold for edge materialization $\\tau = 0.55$, to obtain a reasonably sparse similarity graph.We used two evaluation measures: accuracy, and macro-averaged F1 (the harmonic average of precision and recall). In the supervised scenario, we performed 5-fold cross-validation.'
 'Then, we build a similarity graph among media and users based on their embeddings. For each pair $x,y \\in U \\cup M$ there is an edge in the similarity graph $(x,y) \\in E$ iffwhere sim is a similarity function between vectors, e.g., cosine similarity, and $\\tau $ is a user-specified parameter that regulates the sparseness of the similarity graph.Finally, we perform label propagation on the similarity graph defined by the embedding similarity, with the set of nodes corresponding to $M$ starting with labels, and with the set of nodes corresponding to $U$ starting without labels.Data ::: IRA Russian Troll Tweets\tOur main dataset contains 2973371 tweets by 2848 Twitter users, which the US House Intelligence Committee has linked to the Russian Internet Research Agency (IRA). The data was collected and published by BIBREF0, and then made available online. The time span covers the period from February 2012 to May 2018.The trolls belong to the following manually assigned roles: Left Troll, Right Troll, News Feed, Commercial, Fearmonger, Hashtag Gamer, Non English, Unknown.'
 'The difference is even larger when combining the embeddings, be it by concatenating the embedding vectors or by training separate models and then combining the posteriors of their predictions.By concatenating the U2M and the U2H embeddings (U2H ${2.5mu}\\Vert {2.5mu}$ U2M), we fully leverage the hashtags and the mention representations in the latent space, thus achieving accuracy of 88.7 for T1 and 78.0 for T2, which is slightly better than when training separate models and then averaging their posteriors (U2H $\\oplus $ U2M): 88.3 for T1 and 77.9 for T2.']","  Based on the provided context information, the dataset contains 2973371 tweets by 2848 Twitter users.",['Unacceptable'],1.0,0.8595090140665264,0.49999999995,0.0
51,How are labels for trolls obtained?,"['Thus, any supervised machine learning approach would fall short of being a fully automated solution to our initial problem.A more realistic scenario assumes that labels for troll accounts are not available. In this case, we need to use some external information in order to learn a labeling function. Indeed, we leverage more persistent entities and their labels: news media. We assume a learning scenario with distant supervision where labels for news media are available. By combining these labels with a citation graph from the troll accounts to news media, we can infer the final labeling on the accounts themselves without any need for manual labeling.One advantage of using distant supervision is that we can get insights about the behavior of a newly-discovered troll farm quickly and effortlessly. Differently from troll accounts in social media, which usually have a high churn rate, news media accounts in social media are quite stable. Therefore, the latter can be used as an anchor point to understand the behavior of trolls, for which data may not be available.We rely on embeddings extracted from social media.'
 'This suggests that the relationship between trolls and media goes both ways, and thus we can use labels for media as a way to label users, and we can also use labels for troll users as a way to label media.Conclusion and Future Work\tWe have proposed a novel approach to analyze the behavior patterns of political trolls according to their political leaning (left vs. news feed vs. right) using features from social media, i.e., from Twitter. We experimented with two scenarios: (i) supervised learning, where labels for trolls are provided, and (ii) distant supervision, where such labels are not available, and we rely on more common labels for news outlets cited by the trolls. Technically, we leveraged the community structure and the text of the messages in the online social network of trolls represented as a graph, from which we extracted several types of representations, i.e., embeddings, for the trolls.'
 'We show that even by hiding the labels from the ML algorithm, we can recover 78.5% of the correct labels.The contributions of this paper can be summarized as follows:We predict the political role of Internet trolls (left, news feed, right) in a realistic, unsupervised scenario, where labels for the trolls are not available, and which has not been explored in the literature before.We propose a novel distant supervision approach for this scenario, based on graph embeddings, BERT, and label propagation, which projects the more-commonly-available labels for news media onto the trolls who cited these media.We improve over the state of the art in the traditional, fully supervised setting, where training labels are available.Related Work ::: Trolls and Opinion Manipulation\tThe promise of social media to democratize content creation BIBREF3 has been accompanied by many malicious attempts to spread misleading information over this new medium, which quickly got populated by sockpuppets BIBREF4, Internet water army BIBREF5, astroturfers BIBREF6, and seminar users BIBREF7.']","  Based on the provided context information, labels for trolls are obtained through a novel approach using distant supervision. In this approach, labels for news media are used to infer the final labeling on the accounts themselves without any need for manual labeling. The approach leverages embeddings extracted from social media and a citation graph from the troll accounts to news media to infer the labels. The labels for trolls are not directly provided, but rather indirectly obtained by projecting more commonly available labels for news media onto the trolls who cited these media. This approach improves over the state of the art in a traditional, fully supervised setting where training labels are available.",['Unacceptable'],1.0,0.9587331145431494,0.9999999999666667,0.0
52,Do they only look at tweets?,"['Indeed, the results for T2 are lower compared to their T1 counterparts by only 10 and 20 points absolute in terms of accuracy and F1, respectively. This is impressive considering that the models for T2 have no access to labels for troll users.Looking at individual features, for both T1 and T2, the embeddings from U2M outperform those from U2H and from BERT. One possible reason is that the U2M graph is larger, and thus contains more information. It is also possible that the social circle of a troll user is more indicative than the hashtags they used. Finally, the textual content on Twitter is quite noisy, and thus the BERT embeddings perform slightly worse when used alone.All our models with a single type of embedding easily outperform the model of BIBREF2.'
 'Many tweets are seemed intentionally divisive, attacking mainstream Democratic politicians, particularly Hillary Clinton, while supporting Bernie Sanders prior to the elections.News Feed Trolls overwhelmingly present themselves as US local news aggregators, linking to legitimate regional news sources and tweeting about issues of local interest.Technically, we leverage the community structure and the text of the messages in the social network of political trolls represented as a graph, from which we learn and extract several types of vector representations, i.e., troll user embeddings.'
 'Then, we build a similarity graph among media and users based on their embeddings. For each pair $x,y \\in U \\cup M$ there is an edge in the similarity graph $(x,y) \\in E$ iffwhere sim is a similarity function between vectors, e.g., cosine similarity, and $\\tau $ is a user-specified parameter that regulates the sparseness of the similarity graph.Finally, we perform label propagation on the similarity graph defined by the embedding similarity, with the set of nodes corresponding to $M$ starting with labels, and with the set of nodes corresponding to $U$ starting without labels.Data ::: IRA Russian Troll Tweets\tOur main dataset contains 2973371 tweets by 2848 Twitter users, which the US House Intelligence Committee has linked to the Russian Internet Research Agency (IRA). The data was collected and published by BIBREF0, and then made available online. The time span covers the period from February 2012 to May 2018.The trolls belong to the following manually assigned roles: Left Troll, Right Troll, News Feed, Commercial, Fearmonger, Hashtag Gamer, Non English, Unknown.']","  Based on the provided context information, it appears that the authors of the study do not only look at tweets, but also consider other factors such as the social network of political trolls and the content of the messages in the social network. The study leverages the community structure and text of the messages in the social network of political trolls represented as a graph, from which they learn and extract several types of vector representations, including troll user embeddings. Additionally, the study builds a similarity graph among media and users based on their embeddings, and performs label propagation on the similarity graph to identify the roles of the trolls. Therefore, the answer to the query ""Do they only look at tweets?"" is no, as the study considers other factors beyond just tweets.",['Unacceptable'],1.0,0.8737007993261172,0.0,0.0
53,Do they manage to consistenly outperform the best performing methods?,"['According the performance of the parser, we find that the connective identifying can achieve higher precision and recall rate. In addition, the precision and recall rate of identifying Arg2 is higher than that of identifying Arg1 because Arg2 has stronger syntax link with connective compared to Arg1. The sense has three layers: class, type and subtype.Conclusion\tIn this paper, we design a full discourse parser to turn any free English text into discourse relation set. The parser pulls a set of subtasks together in a pipeline. On each component, we adopt the maximum entropy model with abundant lexical, syntactic features. In the non-explicit identifier, we introduce some contextual infor-mation like words which have high frequency and can reflect the discourse relation to improve the performance of non-explicit identifier. In addition, we report another two baselines in this paper, namely Baseline1 and Baseline2, which base on probabilistic model and support vector machine model, respectively. Compared with two baselines, our parser achieves the considerable improvement.'
 'Compared with two baselines, our parser achieves the considerable improvement. As future work, we try to explore the deep learning methods BIBREF13 , BIBREF14 , BIBREF15 , BIBREF16 , BIBREF17 , BIBREF18 , BIBREF19 to improve this study. We believe that our discourse parser is very useful in many applications because we can provide the full discourse parser turning any unrestricted text into discourse structure.'
 'First, we need to extract the candidates of arguments. To reduce the Arg1 candidates space, we only consider words with appropriate part-of-speech (all verbs, common nouns, adjectives) and within 10 ”steps” between word and connec-tive as candidates, where a step is either a sentence boundary or a dependency link. Only words in the same sentence with the connective are considered for Arg2 candi-dates. Second, we need to choose the best candidate as the head of Arg1 and Arg2. In the end, we need to obtain the arguments span according head and end of argu-ments on the constituent tree. The table 2 shows the feature we use. The table 3 shows the procedure of the arguments identifier.Sense Classifier\tThe sense of discourse relation has three levels: class, type and subtype. There are four classes on the top level of the sense: Comparison, Temporal , Con-tingency, Expansion. Each class includes a set of different types, and some types may have different subtypes. The connective itself is a very good feature because discourse connective almost determine senses.']","  Based on the given context information, it is not explicitly stated whether the authors' parser manages to consistently outperform the best performing methods. However, the authors do report that their parser achieves a considerable improvement compared to two baseline methods. Additionally, they mention exploring deep learning methods in future work to further improve the study. Therefore, it can be inferred that the authors' parser performs well and demonstrates potential for outperforming existing methods, but the extent of this outperformance is not explicitly stated.",['Unacceptable'],1.0,0.9000881731948528,0.99999999995,0.0
54,Do they try to use other models aside from Maximum Entropy?,"['Shallow Discourse Parsing with Maximum Entropy Model\tIn recent years, more research has been devoted to studying the subtask of the complete shallow discourse parsing, such as indentifying discourse connective and arguments of connective. There is a need to design a full discourse parser to pull these subtasks together. So we develop a discourse parser turning the free text into discourse relations. The parser includes connective identifier, arguments identifier, sense classifier and non-explicit identifier, which connects with each other in pipeline. Each component applies the maximum entropy model with abundant lexical and syntax features extracted from the Penn Discourse Tree-bank. The head-based representation of the PDTB is adopted in the arguments identifier, which turns the problem of indentifying the arguments of discourse connective into finding the head and end of the arguments. In the non-explicit identifier, the contextual type features like words which have high frequency and can reflect the discourse relation are introduced to improve the performance of non-explicit identifier. Compared with other methods, experimental results achieve the considerable performance.\tIntroduction\tAutomated deriving discourse relation from free text is a challenging but im-portant problem.'
 'The connective itself is a very good feature because discourse connective almost determine senses. So we train an explicit classifier using simple but effective features.Non-explicit Identifier\tThe non-explicit relation is the relation between adjacent sentences in same para-graph. So we just check adjacent sentences which don’t form explicit relation and then label them with non-explicit relation or nothing. In the experiment, we find that the two arguments of non-explicit relation have association with each other and also have some common words. So we introduce feature words, which indicate appear-ance of relation, like “it, them”.Experiments\tIn our experiments, we make use of the Section 02-21 in the PDTB as training set, Section 22 as testing set. All of components adopt maximum entropy model. In order to evaluate the performance of the discourse parser, we compare it with other approaches: (1) Baseline_1, which applies the probability information. The connective identifier predicts the connective according the frequency of the connec-tive in the train set.'
 'The sense classifier labels the dis-course relation. The non-explicit identifier checks all the pair of adjacent sentences. If the non-explicit identifier indentifies the pair of sentences as non-explicit relation, it will label it the relation sense. Though many research work BIBREF2 , BIBREF3 , BIBREF4 are committed to the shallow discourse parsing field, all of them are focus on the subtask of parsing only rather than the whole parsing process. Given all that, a full shallow discourse parser framework is proposed in our paper to turn the free text into discourse relations set. The parser includes connective identifier, arguments identifier, sense classifier and non-explicit identifier, which connects with each other in pipeline. In order to enhance the performance of the parser, the feature-based maximum entropy model approach is adopted in the experiment. Maximum entropy model offers a clean way to combine diverse pieces of contextual evidence in order to estimate the probability of a certain linguistic class occurring with a certain linguistic context in a simple and accessible manner. The three main contributions of the paper are:The rest of this paper is organized as follows. Section 2 reviews related work in discourse parsing.']","  Based on the given context information, there is no mention of using any other models aside from Maximum Entropy in the passage. The authors only discuss the use of Maximum Entropy Model with abundant lexical and syntax features extracted from the Penn Discourse Tree-bank to develop a discourse parser that turns free text into discourse relations. Therefore, the answer to the query is ""No"" they do not try to use other models aside from Maximum Entropy.",['Unacceptable'],0.5,0.9462326154867892,0.9999999999666667,0.0
55,What methods to they compare to?,"['Compared with two baselines, our parser achieves the considerable improvement. As future work, we try to explore the deep learning methods BIBREF13 , BIBREF14 , BIBREF15 , BIBREF16 , BIBREF17 , BIBREF18 , BIBREF19 to improve this study. We believe that our discourse parser is very useful in many applications because we can provide the full discourse parser turning any unrestricted text into discourse structure.'
 'After identifying the discourse connective, there is a need to find the arguments. There are some different methods to find the arguments. Ziheng Lin et al. LinNK14 first identify the locations of Arg1, and choose sentence from prior candidate sentence if the location is before the connective. Otherwise, label arguments span by choosing the high node in the parse tree. Wellner and Pustejovsky WellnerP07 focus on identifying rela-tions between the pairs of head words. Based on such thinking, Robert Elwell and Jason Baldridge ElwellB08 improve the performance using connective specific rankers, which differentiate between specific connectives and types of connectives. Ziheng Lin et al. LinNK14 present an implicit discourse relation classifier based the Penn Discourse Treebank. All of these efforts can be viewed as the part of the full parser. More and more researcher has been devoted to the subtask of the shallow discourse parsing, like dis-ambiguating discourse connective BIBREF8 , finding implicit relation BIBREF9 . There is a need to pull these subtasks together to achieve more efforts.'
 'First, we need to extract the candidates of arguments. To reduce the Arg1 candidates space, we only consider words with appropriate part-of-speech (all verbs, common nouns, adjectives) and within 10 ”steps” between word and connec-tive as candidates, where a step is either a sentence boundary or a dependency link. Only words in the same sentence with the connective are considered for Arg2 candi-dates. Second, we need to choose the best candidate as the head of Arg1 and Arg2. In the end, we need to obtain the arguments span according head and end of argu-ments on the constituent tree. The table 2 shows the feature we use. The table 3 shows the procedure of the arguments identifier.Sense Classifier\tThe sense of discourse relation has three levels: class, type and subtype. There are four classes on the top level of the sense: Comparison, Temporal , Con-tingency, Expansion. Each class includes a set of different types, and some types may have different subtypes. The connective itself is a very good feature because discourse connective almost determine senses.']","  Based on the given context information, the researchers compared their parser with two baselines.",['Unacceptable'],0.5,0.8406676059389865,0.99999999995,0.0
56,Which dataset to they train and evaluate on?,"['The connective itself is a very good feature because discourse connective almost determine senses. So we train an explicit classifier using simple but effective features.Non-explicit Identifier\tThe non-explicit relation is the relation between adjacent sentences in same para-graph. So we just check adjacent sentences which don’t form explicit relation and then label them with non-explicit relation or nothing. In the experiment, we find that the two arguments of non-explicit relation have association with each other and also have some common words. So we introduce feature words, which indicate appear-ance of relation, like “it, them”.Experiments\tIn our experiments, we make use of the Section 02-21 in the PDTB as training set, Section 22 as testing set. All of components adopt maximum entropy model. In order to evaluate the performance of the discourse parser, we compare it with other approaches: (1) Baseline_1, which applies the probability information. The connective identifier predicts the connective according the frequency of the connec-tive in the train set.'
 'Compared with two baselines, our parser achieves the considerable improvement. As future work, we try to explore the deep learning methods BIBREF13 , BIBREF14 , BIBREF15 , BIBREF16 , BIBREF17 , BIBREF18 , BIBREF19 to improve this study. We believe that our discourse parser is very useful in many applications because we can provide the full discourse parser turning any unrestricted text into discourse structure.'
 'The sense classifier labels the dis-course relation. The non-explicit identifier checks all the pair of adjacent sentences. If the non-explicit identifier indentifies the pair of sentences as non-explicit relation, it will label it the relation sense. Though many research work BIBREF2 , BIBREF3 , BIBREF4 are committed to the shallow discourse parsing field, all of them are focus on the subtask of parsing only rather than the whole parsing process. Given all that, a full shallow discourse parser framework is proposed in our paper to turn the free text into discourse relations set. The parser includes connective identifier, arguments identifier, sense classifier and non-explicit identifier, which connects with each other in pipeline. In order to enhance the performance of the parser, the feature-based maximum entropy model approach is adopted in the experiment. Maximum entropy model offers a clean way to combine diverse pieces of contextual evidence in order to estimate the probability of a certain linguistic class occurring with a certain linguistic context in a simple and accessible manner. The three main contributions of the paper are:The rest of this paper is organized as follows. Section 2 reviews related work in discourse parsing.']","  Based on the given context information, the authors of the paper train and evaluate their discourse parser on the Penn Discourse Treebank (PDTB) dataset, specifically using Sections 02-21 and 22 as the training and testing sets, respectively.",['Unacceptable'],1.0,0.8962665350542011,0.9999999999,0.7333333333333333
57,"Do they attempt to jointly learn connectives, arguments, senses and non-explicit identiifers end-to-end?","['The connective itself is a very good feature because discourse connective almost determine senses. So we train an explicit classifier using simple but effective features.Non-explicit Identifier\tThe non-explicit relation is the relation between adjacent sentences in same para-graph. So we just check adjacent sentences which don’t form explicit relation and then label them with non-explicit relation or nothing. In the experiment, we find that the two arguments of non-explicit relation have association with each other and also have some common words. So we introduce feature words, which indicate appear-ance of relation, like “it, them”.Experiments\tIn our experiments, we make use of the Section 02-21 in the PDTB as training set, Section 22 as testing set. All of components adopt maximum entropy model. In order to evaluate the performance of the discourse parser, we compare it with other approaches: (1) Baseline_1, which applies the probability information. The connective identifier predicts the connective according the frequency of the connec-tive in the train set.'
 'The sense classifier labels the dis-course relation. The non-explicit identifier checks all the pair of adjacent sentences. If the non-explicit identifier indentifies the pair of sentences as non-explicit relation, it will label it the relation sense. Though many research work BIBREF2 , BIBREF3 , BIBREF4 are committed to the shallow discourse parsing field, all of them are focus on the subtask of parsing only rather than the whole parsing process. Given all that, a full shallow discourse parser framework is proposed in our paper to turn the free text into discourse relations set. The parser includes connective identifier, arguments identifier, sense classifier and non-explicit identifier, which connects with each other in pipeline. In order to enhance the performance of the parser, the feature-based maximum entropy model approach is adopted in the experiment. Maximum entropy model offers a clean way to combine diverse pieces of contextual evidence in order to estimate the probability of a certain linguistic class occurring with a certain linguistic context in a simple and accessible manner. The three main contributions of the paper are:The rest of this paper is organized as follows. Section 2 reviews related work in discourse parsing.'
 'Next, each component of the parser will be described in detail. Connective Identifier\tThe main duty of this component is disambiguate the connective words which are in PDTB predefined set. Pitler and Nenkova citePitlerN09 show that syntactic features are very useful on disambiguate discourse connective, so we adopt these syntactic fea-tures as part of our features. Ziheng Lin et al. LinKN09 show that a connective’s context and part-of-speech (POS) gives a very strong indication of discourse usage. The table 1 shows the feature we use.Arguments Identifier\tOn this step, we adopt the head-based thinking BIBREF12 , which turns the problem of identifying arguments of discourse connective into identifying the head and end of the arguments. First, we need to extract the candidates of arguments.']","  Based on the given context information, it appears that the authors of the paper are proposing a full shallow discourse parser framework that includes four components: connective identifier, arguments identifier, sense classifier, and non-explicit identifier. The framework is designed to turn free text into discourse relations sets.

To answer your query, the authors do not explicitly mention attempting to jointly learn connectives, arguments, senses, and non-explicit identifiers end-to-end. However, they do discuss using a feature-based maximum entropy model approach to enhance the performance of the parser. This suggests that the components of the parser may be learned or trained together, rather than separately.

Additionally, the authors mention that the three main contributions of the paper are: (1) proposing a full shallow discourse parser framework, (2) adopting a feature-based maximum entropy model approach, and (3) integrating four components to enhance the performance of the parser. This suggests that the four components are intended to work together to achieve the goal of parsing discourse relations from free text.

Therefore, while the authors do not explicitly state that they are attempting to jointly learn the four components end",['Unacceptable'],0.8,0.7834799949811889,0.5833333333041666,0.0
58,Was the filtering based on fluency and domain relevance done automatically?,"['For fluency, we define the averaged language model score as: $$\\textsc {AvgLM}(q) = \\frac{\\textsc {Lm}(q)}{\\textsc {Len}(q)}$$   (Eq. 8) where $\\textsc {Lm}(\\cdot )$ is the general-domain language model score (log probability), and $\\textsc {Len}(\\cdot )$ is the word count. We apply thresholds $t_{rel}$ and $t_{flu}$ for domain relevance and fluency respectively, and filter out questions whose scores are below these thresholds.Experiments\tWe perform three experiments to evaluate our system qualitatively and quantitatively. In the first experiment, we compare our end-to-end system with the previous state-of-the-art method BIBREF10 on Freebase BIBREF7 , a domain-general KB. In the second experiment, we validate our domain relevance evaluation method on a standard dataset about short document classification.'
 'In each iteration, an already-obtained question is expanded from web and the retrieved questions are added to $E$ if $E$ does not contain them (Lines 6-10). As there may be a large number of questions generated in the loop, we limit the maximum number of iterations with $I_{max}$ (Line 4).The questions collected from the web search engine may not be fluent or domain relevant; especially the domain relevance drops significantly as the iteration goes on. Here we adopt a skip-gram model BIBREF11 and a language model for evaluating the domain relevance and fluency of the expanded questions, respectively. For domain relevance, we take the seed question set as the in-domain data $D_{in}$ , the domain relevance of expanded question $q$ is defined as: $$\\textsc {Rel}(q) = \\cos (v(q),v(D_{in}))$$   (Eq. 7) where $v(\\cdot )$ is the document embedding defined as the averaged word embedding within the document.'
 'The reason can be that word embeddings captures the similarity between distinct words (such as “finance” and “economy”), while it is hard for traditional methods. On the order hand, LDA only learns probabilities of words belonging to topics.Evaluation on the Domain-specific KB\tThe last experiment is on our in-house KB in the power tool domain. It contains 67 distinct predicates, 293 distinct subjects and 279 distinct objects respectively. For the 67 predicates, we hand-craft 163 templates. Here we use the same language model as in our first experiment, and learn a skip-gram model BIBREF11 on Wikipedia for evaluating domain relevance.We generate 12,228 seed questions from which 20,000 more questions are expanded with Google. Shown in Table 4 are some expanded questions from which we can see that most of them are grammatical and relevant to the power tool domain. In addition, most questions are informative and correspond to a specific answer, except the one “do I need a hammer drill” that lacks context information.']","  Based on the given context information, I can answer the query as follows:

No, the filtering based on fluency and domain relevance was not done automatically. The authors of the paper manually applied thresholds $t_{rel}$ and $t_{flu}$ for domain relevance and fluency respectively, and filtered out questions whose scores were below these thresholds. They also used a skip-gram model BIBREF11 and a language model to evaluate the domain relevance and fluency of the expanded questions.",['Unacceptable'],0.33333333333333337,0.9094794867920838,0.49999999995,0.0
59,How was domain relevance estimated?,"[""On the other hand, questions from serban-EtAl:2016:P16-1 are either ungrammatical (such as “who was someone who was involved in the leukemia ?” and “whats the title of a book of the subject of the bible ?”), unnatural (“what 's one of the mountain where can you found in argentina in netflix ?”) or confusing (“who was someone who was involved in the leukemia ?”).Domain Relevance\tWe test our domain-relevance evaluating method on the web snippet dataset, which is a commonly-used for domain classification of short documents. It contains 10,060 training and 2,280 test snippets (short documents) in 8 classes (domains), and each snippet has 18 words on average.""
 'In each iteration, an already-obtained question is expanded from web and the retrieved questions are added to $E$ if $E$ does not contain them (Lines 6-10). As there may be a large number of questions generated in the loop, we limit the maximum number of iterations with $I_{max}$ (Line 4).The questions collected from the web search engine may not be fluent or domain relevant; especially the domain relevance drops significantly as the iteration goes on. Here we adopt a skip-gram model BIBREF11 and a language model for evaluating the domain relevance and fluency of the expanded questions, respectively. For domain relevance, we take the seed question set as the in-domain data $D_{in}$ , the domain relevance of expanded question $q$ is defined as: $$\\textsc {Rel}(q) = \\cos (v(q),v(D_{in}))$$   (Eq. 7) where $v(\\cdot )$ is the document embedding defined as the averaged word embedding within the document.'
 'For fluency, we define the averaged language model score as: $$\\textsc {AvgLM}(q) = \\frac{\\textsc {Lm}(q)}{\\textsc {Len}(q)}$$   (Eq. 8) where $\\textsc {Lm}(\\cdot )$ is the general-domain language model score (log probability), and $\\textsc {Len}(\\cdot )$ is the word count. We apply thresholds $t_{rel}$ and $t_{flu}$ for domain relevance and fluency respectively, and filter out questions whose scores are below these thresholds.Experiments\tWe perform three experiments to evaluate our system qualitatively and quantitatively. In the first experiment, we compare our end-to-end system with the previous state-of-the-art method BIBREF10 on Freebase BIBREF7 , a domain-general KB. In the second experiment, we validate our domain relevance evaluation method on a standard dataset about short document classification.']","  Based on the provided context information, the domain relevance of the expanded questions was estimated using a skip-gram model BIBREF11 and a language model. Specifically, the domain relevance of each question was calculated as the cosine similarity between the document embedding of the question and the in-domain data $D_{in}$. The document embedding was obtained by averaging the word embeddings within each document. Additionally, the fluency of each question was evaluated using an averaged language model score, and questions with low scores were filtered out based on thresholds $t_{rel}$ and $t_{flu}$.",['Unacceptable'],0.8333333333333334,0.7194872010662227,0.49999999995,0.9285714285714286
60,How many hand-crafted templates did they have to make?,"['In the final experiment, we run our end-to-end system on a highly specialized in-house KB and present sample results, showing that our system is capable of generating questions from domain specific KBs.Evaluation on Freebase\tWe first compare our system with serban-EtAl:2016:P16-1 on 500 randomly selected triples from Freebase BIBREF7 . For the 500 triples, we hand-crafted 106 templates, as these triples share only 53 distinct predicates (we made 2 templates for each predicate on average). 991 seed questions are generated by applying the templates on the triples, and 1529 more questions are retrieved from Google. To evaluate the fluency of the candidate questions, we train a 4-gram language model (LM) on gigaword (LDC2011T07) with Kneser Ney smoothing. Using the averaged language model score as index, the top 500 questions are selected to compare with the results from serban-EtAl:2016:P16-1.'
 'A KB can also be viewed as a list of triples in the format of $\\langle $ subject, predicate, object $\\rangle $ , where subjects and objects are entities, and predicates are relations.System\tShown in Figure 1 , our system contains the sub-modules of question template construction, seed question generation, question expansion and selection. Given an input KB, a small set of question templates is first constructed such that each template is associated with a predicate, then a seed question set is generated by applying the template set on the input KB, before finally more questions are generated from related questions that are iteratively retrieved from a search engine with already-obtained questions as search queries (section ""Experiments"" ). Taking our in-house KB of power tool domain as an example, template “how to use #X#” is first constructed for predicate “performsActivity”.'
 'In addition, seed question “how to use jigsaw” is generated by applying the template on triple “ $\\langle $ jigsaw, performsActivity, CurveCut $\\rangle $ ”, before finally questions (Figure 2 ) are retrieved from Google with the seed question.Question expansion and selection\t[t] seed question set $S$ candidate questions $E$ $E \\leftarrow S$ $Q \\leftarrow S$ $I \\leftarrow 0$ len $(Q) > 0$ and $I < I_{max}$ $I = I + 1$ $q_{cur}$ $\\leftarrow $ $E$0 .Pop() $E$1 in WebExp $E$2 not $E$3 .contains $E$4 $E$5 .Append( $E$6 ) $E$7 .Push( $E$8 ) Question expansion methodShown in Algorithm ""Experiments"" , the expanded question set $E$ is initialized as the seed question set (Line 1).']","  Based on the given context information, the answer to the query ""How many hand-crafted templates did they have to make?"" is:

106.

According to the text, the authors of the paper created 106 hand-crafted templates for the 500 randomly selected triples from Freebase BIBREF7.",['269.'],1.0,0.8881359203810083,0.9999999999,0.9230769230769231
